x,y,z,phi,Ex,Ey,Ez
0,0,25,0.000000,0.000000,0.000000,-0.000000
0,1,25,0.000000,0.000000,-0.000000,-0.000000
0,2,25,0.000000,0.000000,-0.000000,-0.000000
0,3,25,0.000000,0.000000,-0.000000,-0.000000
0,4,25,0.000000,0.000000,-0.000000,-0.000000
0,5,25,0.000000,0.000000,-0.000000,-0.000000
0,6,25,0.000000,0.000000,-0.000000,-0.000000
0,7,25,0.000000,0.000000,-0.000000,-0.000000
0,8,25,0.000000,0.000000,-0.000000,-0.000000
0,9,25,0.000000,0.000000,-0.000000,-0.000000
0,10,25,0.000000,0.000000,-0.000000,-0.000000
0,11,25,0.000000,0.000000,-0.000000,-0.000000
0,12,25,0.000000,0.000000,-0.000000,-0.000000
0,13,25,0.000000,0.000000,-0.000000,-0.000000
0,14,25,0.000000,0.000000,-0.000000,-0.000000
0,15,25,0.000000,0.000000,-0.000000,-0.000000
0,16,25,0.000000,0.000000,-0.000000,-0.000000
0,17,25,0.000000,0.000000,-0.000000,-0.000000
0,18,25,0.000000,0.000000,-0.000000,-0.000000
0,19,25,0.000000,0.000000,-0.000000,-0.000000
0,20,25,0.000000,0.000000,-0.000000,-0.000000
0,21,25,0.000000,0.000000,-0.000000,-0.000000
0,22,25,0.000000,0.000000,-0.000000,-0.000000
0,23,25,0.000000,0.000000,-0.000000,-0.000000
0,24,25,0.000000,0.000000,-0.000000,-0.000000
0,25,25,0.000000,0.000000,-0.000000,-0.000000
0,26,25,0.000000,0.000000,-0.000000,-0.000000
0,27,25,0.000000,0.000000,-0.000000,-0.000000
0,28,25,0.000000,0.000000,-0.000000,-0.000000
0,29,25,0.000000,0.000000,-0.000000,-0.000000
0,30,25,0.000000,0.000000,-0.000000,-0.000000
0,31,25,0.000000,0.000000,-0.000000,-0.000000
0,32,25,0.000000,0.000000,-0.000000,-0.000000
0,33,25,0.000000,0.000000,-0.000000,-0.000000
0,34,25,0.000000,0.000000,-0.000000,-0.000000
0,35,25,0.000000,0.000000,-0.000000,-0.000000
0,36,25,0.000000,0.000000,-0.000000,-0.000000
0,37,25,0.000000,0.000000,-0.000000,-0.000000
0,38,25,0.000000,0.000000,-0.000000,-0.000000
0,39,25,0.000000,0.000000,-0.000000,-0.000000
0,40,25,0.000000,0.000000,-0.000000,-0.000000
0,41,25,0.000000,0.000000,-0.000000,-0.000000
0,42,25,0.000000,0.000000,-0.000000,-0.000000
0,43,25,0.000000,0.000000,-0.000000,-0.000000
0,44,25,0.000000,0.000000,-0.000000,-0.000000
0,45,25,0.000000,0.000000,-0.000000,-0.000000
0,46,25,0.000000,0.000000,-0.000000,-0.000000
0,47,25,0.000000,0.000000,-0.000000,-0.000000
0,48,25,0.000000,0.000000,-0.000000,-0.000000
0,49,25,0.000000,0.000000,0.000000,-0.000000
1,0,25,0.000000,-0.000000,0.000000,-0.000000
1,1,25,0.000005,-0.000005,-0.000005,0.000000
1,2,25,0.000010,-0.000010,-0.000005,0.000000
1,3,25,0.000015,-0.000015,-0.000005,0.000000
1,4,25,0.000021,-0.000021,-0.000005,0.000000
1,5,25,0.000026,-0.000026,-0.000006,0.000000
1,6,25,0.000032,-0.000032,-0.000006,0.000000
1,7,25,0.000038,-0.000038,-0.000006,0.000000
1,8,25,0.000044,-0.000044,-0.000006,0.000000
1,9,25,0.000050,-0.000050,-0.000006,0.000000
1,10,25,0.000056,-0.000057,-0.000007,0.000000
1,11,25,0.000063,-0.000063,-0.000007,0.000000
1,12,25,0.000070,-0.000070,-0.000007,0.000000
1,13,25,0.000077,-0.000077,-0.000007,0.000000
1,14,25,0.000083,-0.000084,-0.000007,0.000000
1,15,25,0.000090,-0.000091,-0.000007,0.000000
1,16,25,0.000097,-0.000098,-0.000006,0.000000
1,17,25,0.000103,-0.000104,-0.000006,0.000000
1,18,25,0.000109,-0.000110,-0.000006,0.000000
1,19,25,0.000115,-0.000116,-0.000005,0.000000
1,20,25,0.000119,-0.000121,-0.000005,0.000000
1,21,25,0.000124,-0.000125,-0.000004,0.000000
1,22,25,0.000127,-0.000128,-0.000003,0.000000
1,23,25,0.000130,-0.000131,-0.000002,0.000000
1,24,25,0.000131,-0.000132,-0.000001,0.000000
1,25,25,0.000132,-0.000133,0.000000,0.000000
1,26,25,0.000131,-0.000132,0.000001,0.000000
1,27,25,0.000129,-0.000131,0.000002,0.000000
1,28,25,0.000127,-0.000128,0.000003,0.000000
1,29,25,0.000124,-0.000125,0.000004,0.000000
1,30,25,0.000119,-0.000120,0.000005,0.000000
1,31,25,0.000114,-0.000115,0.000005,0.000000
1,32,25,0.000109,-0.000110,0.000006,0.000000
1,33,25,0.000103,-0.000103,0.000006,0.000000
1,34,25,0.000096,-0.000097,0.000007,0.000000
1,35,25,0.000089,-0.000090,0.000007,0.000000
1,36,25,0.000082,-0.000083,0.000007,0.000000
1,37,25,0.000076,-0.000076,0.000007,0.000000
1,38,25,0.000068,-0.000069,0.000007,0.000000
1,39,25,0.000062,-0.000062,0.000007,0.000000
1,40,25,0.000055,-0.000055,0.000007,0.000000
1,41,25,0.000048,-0.000048,0.000007,0.000000
1,42,25,0.000042,-0.000042,0.000006,0.000000
1,43,25,0.000035,-0.000035,0.000006,0.000000
1,44,25,0.000029,-0.000029,0.000006,0.000000
1,45,25,0.000023,-0.000023,0.000006,0.000000
1,46,25,0.000017,-0.000017,0.000006,0.000000
1,47,25,0.000011,-0.000011,0.000006,0.000000
1,48,25,0.000006,-0.000006,0.000006,0.000000
1,49,25,0.000000,-0.000000,0.000000,-0.000000
2,0,25,0.000000,-0.000000,0.000000,-0.000000
2,1,25,0.000010,-0.000005,-0.000010,0.000000
2,2,25,0.000021,-0.000010,-0.000010,0.000000
2,3,25,0.000031,-0.000016,-0.000011,0.000000
2,4,25,0.000042,-0.000021,-0.000011,0.000000
2,5,25,0.000053,-0.000027,-0.000011,0.000000
2,6,25,0.000064,-0.000032,-0.000012,0.000000
2,7,25,0.000076,-0.000038,-0.000012,0.000000
2,8,25,0.000088,-0.000045,-0.000012,0.000000
2,9,25,0.000100,-0.000051,-0.000013,0.000000
2,10,25,0.000113,-0.000058,-0.000013,0.000000
2,11,25,0.000127,-0.000065,-0.000013,0.000000
2,12,25,0.000140,-0.000071,-0.000014,0.000000
2,13,25,0.000154,-0.000079,-0.000014,0.000000
2,14,25,0.000168,-0.000086,-0.000014,0.000000
2,15,25,0.000181,-0.000093,-0.000014,0.000000
2,16,25,0.000195,-0.000100,-0.000013,0.000000
2,17,25,0.000208,-0.000107,-0.000013,0.000000
2,18,25,0.000220,-0.000113,-0.000012,0.000000
2,19,25,0.000231,-0.000119,-0.000011,0.000000
2,20,25,0.000241,-0.000124,-0.000009,0.000000
2,21,25,0.000250,-0.000129,-0.000008,0.000000
2,22,25,0.000257,-0.000132,-0.000006,0.000000
2,23,25,0.000262,-0.000135,-0.000004,0.000000
2,24,25,0.000265,-0.000137,-0.000002,0.000000
2,25,25,0.000266,-0.000137,0.000000,0.000000
2,26,25,0.000265,-0.000137,0.000002,0.000000
2,27,25,0.000261,-0.000135,0.000004,0.000000
2,28,25,0.000257,-0.000132,0.000006,0.000000
2,29,25,0.000249,-0.000129,0.000008,0.000000
2,30,25,0.000241,-0.000124,0.000009,0.000000
2,31,25,0.000230,-0.000119,0.000011,0.000000
2,32,25,0.000219,-0.000113,0.000012,0.000000
2,33,25,0.000207,-0.000106,0.000013,0.000000
2,34,25,0.000194,-0.000099,0.000013,0.000000
2,35,25,0.000180,-0.000092,0.000014,0.000000
2,36,25,0.000166,-0.000085,0.000014,0.000000
2,37,25,0.000152,-0.000078,0.000014,0.000000
2,38,25,0.000138,-0.000070,0.000014,0.000000
2,39,25,0.000124,-0.000063,0.000014,0.000000
2,40,25,0.000110,-0.000056,0.000014,0.000000
2,41,25,0.000097,-0.000049,0.000013,0.000000
2,42,25,0.000084,-0.000042,0.000013,0.000000
2,43,25,0.000071,-0.000036,0.000013,0.000000
2,44,25,0.000058,-0.000030,0.000012,0.000000
2,45,25,0.000046,-0.000024,0.000012,0.000000
2,46,25,0.000035,-0.000017,0.000012,0.000000
2,47,25,0.000023,-0.000012,0.000012,0.000000
2,48,25,0.000011,-0.000006,0.000011,0.000000
2,49,25,0.000000,-0.000000,0.000000,-0.000000
3,0,25,0.000000,-0.000000,0.000000,-0.000000
3,1,25,0.000015,-0.000005,-0.000015,0.000000
3,2,25,0.000031,-0.000011,-0.000016,0.000000
3,3,25,0.000047,-0.000016,-0.000016,0.000000
3,4,25,0.000063,-0.000022,-0.000016,0.000000
3,5,25,0.000080,-0.000027,-0.000017,0.000000
3,6,25,0.000097,-0.000033,-0.000017,0.000000
3,7,25,0.000115,-0.000039,-0.000018,0.000000
3,8,25,0.000133,-0.000046,-0.000019,0.000000
3,9,25,0.000152,-0.000052,-0.000019,0.000000
3,10,25,0.000172,-0.000059,-0.000020,0.000000
3,11,25,0.000192,-0.000066,-0.000020,0.000000
3,12,25,0.000212,-0.000074,-0.000021,0.000000
3,13,25,0.000234,-0.000081,-0.000021,0.000000
3,14,25,0.000255,-0.000089,-0.000021,0.000000
3,15,25,0.000276,-0.000096,-0.000021,0.000000
3,16,25,0.000296,-0.000104,-0.000020,0.000000
3,17,25,0.000317,-0.000111,-0.000019,0.000000
3,18,25,0.000335,-0.000118,-0.000018,0.000000
3,19,25,0.000353,-0.000124,-0.000016,0.000000
3,20,25,0.000368,-0.000130,-0.000014,0.000000
3,21,25,0.000381,-0.000135,-0.000012,0.000000
3,22,25,0.000392,-0.000139,-0.000009,0.000000
3,23,25,0.000400,-0.000142,-0.000006,0.000000
3,24,25,0.000404,-0.000144,-0.000003,0.000000
3,25,25,0.000406,-0.000144,0.000000,0.000000
3,26,25,0.000404,-0.000144,0.000003,0.000000
3,27,25,0.000399,-0.000142,0.000006,0.000000
3,28,25,0.000391,-0.000139,0.000009,0.000000
3,29,25,0.000381,-0.000135,0.000012,0.000000
3,30,25,0.000367,-0.000130,0.000015,0.000000
3,31,25,0.000352,-0.000124,0.000017,0.000000
3,32,25,0.000334,-0.000118,0.000018,0.000000
3,33,25,0.000315,-0.000111,0.000020,0.000000
3,34,25,0.000295,-0.000103,0.000021,0.000000
3,35,25,0.000274,-0.000096,0.000021,0.000000
3,36,25,0.000252,-0.000088,0.000022,0.000000
3,37,25,0.000231,-0.000080,0.000022,0.000000
3,38,25,0.000209,-0.000073,0.000021,0.000000
3,39,25,0.000188,-0.000065,0.000021,0.000000
3,40,25,0.000167,-0.000058,0.000021,0.000000
3,41,25,0.000147,-0.000050,0.000020,0.000000
3,42,25,0.000126,-0.000044,0.000020,0.000000
3,43,25,0.000107,-0.000037,0.000019,0.000000
3,44,25,0.000088,-0.000030,0.000019,0.000000
3,45,25,0.000070,-0.000024,0.000018,0.000000
3,46,25,0.000052,-0.000018,0.000018,0.000000
3,47,25,0.000035,-0.000012,0.000017,0.000000
3,48,25,0.000017,-0.000006,0.000017,0.000000
3,49,25,0.000000,-0.000000,0.000000,-0.000000
4,0,25,0.000000,-0.000000,0.000000,-0.000000
4,1,25,0.000021,-0.000005,-0.000021,0.000000
4,2,25,0.000042,-0.000011,-0.000021,0.000000
4,3,25,0.000063,-0.000016,-0.000022,0.000000
4,4,25,0.000085,-0.000022,-0.000022,0.000000
4,5,25,0.000107,-0.000028,-0.000023,0.000000
4,6,25,0.000130,-0.000034,-0.000024,0.000000
4,7,25,0.000154,-0.000041,-0.000024,0.000000
4,8,25,0.000179,-0.000047,-0.000025,0.000000
4,9,25,0.000205,-0.000054,-0.000026,0.000000
4,10,25,0.000232,-0.000061,-0.000027,0.000000
4,11,25,0.000259,-0.000069,-0.000028,0.000000
4,12,25,0.000288,-0.000077,-0.000029,0.000000
4,13,25,0.000316,-0.000085,-0.000029,0.000000
4,14,25,0.000346,-0.000093,-0.000029,0.000000
4,15,25,0.000374,-0.000102,-0.000029,0.000000
4,16,25,0.000403,-0.000110,-0.000028,0.000000
4,17,25,0.000430,-0.000118,-0.000027,0.000000
4,18,25,0.000457,-0.000125,-0.000025,0.000000
4,19,25,0.000480,-0.000132,-0.000023,0.000000
4,20,25,0.000502,-0.000139,-0.000020,0.000000
4,21,25,0.000520,-0.000144,-0.000017,0.000000
4,22,25,0.000535,-0.000149,-0.000013,0.000000
4,23,25,0.000546,-0.000152,-0.000009,0.000000
4,24,25,0.000553,-0.000154,-0.000004,0.000000
4,25,25,0.000554,-0.000155,0.000000,0.000000
4,26,25,0.000553,-0.000154,0.000005,0.000000
4,27,25,0.000545,-0.000152,0.000009,0.000000
4,28,25,0.000535,-0.000149,0.000013,0.000000
4,29,25,0.000519,-0.000144,0.000017,0.000000
4,30,25,0.000501,-0.000139,0.000020,0.000000
4,31,25,0.000479,-0.000132,0.000023,0.000000
4,32,25,0.000455,-0.000125,0.000025,0.000000
4,33,25,0.000428,-0.000117,0.000027,0.000000
4,34,25,0.000401,-0.000109,0.000028,0.000000
4,35,25,0.000371,-0.000101,0.000029,0.000000
4,36,25,0.000342,-0.000092,0.000030,0.000000
4,37,25,0.000312,-0.000084,0.000030,0.000000
4,38,25,0.000283,-0.000076,0.000029,0.000000
4,39,25,0.000254,-0.000068,0.000029,0.000000
4,40,25,0.000226,-0.000060,0.000028,0.000000
4,41,25,0.000198,-0.000052,0.000027,0.000000
4,42,25,0.000171,-0.000045,0.000027,0.000000
4,43,25,0.000144,-0.000038,0.000026,0.000000
4,44,25,0.000119,-0.000031,0.000025,0.000000
4,45,25,0.000094,-0.000025,0.000024,0.000000
4,46,25,0.000070,-0.000018,0.000024,0.000000
4,47,25,0.000046,-0.000012,0.000024,0.000000
4,48,25,0.000023,-0.000006,0.000023,0.000000
4,49,25,0.000000,-0.000000,0.000000,-0.000000
5,0,25,0.000000,-0.000000,0.000000,-0.000000
5,1,25,0.000026,-0.000006,-0.000026,0.000000
5,2,25,0.000053,-0.000011,-0.000027,0.000000
5,3,25,0.000080,-0.000017,-0.000027,0.000000
5,4,25,0.000107,-0.000023,-0.000028,0.000000
5,5,25,0.000136,-0.000029,-0.000029,0.000000
5,6,25,0.000165,-0.000035,-0.000030,0.000000
5,7,25,0.000196,-0.000042,-0.000031,0.000000
5,8,25,0.000227,-0.000049,-0.000032,0.000000
5,9,25,0.000260,-0.000056,-0.000034,0.000000
5,10,25,0.000294,-0.000064,-0.000035,0.000000
5,11,25,0.000330,-0.000072,-0.000036,0.000000
5,12,25,0.000366,-0.000081,-0.000037,0.000000
5,13,25,0.000404,-0.000090,-0.000037,0.000000
5,14,25,0.000441,-0.000099,-0.000038,0.000000
5,15,25,0.000479,-0.000108,-0.000037,0.000000
5,16,25,0.000516,-0.000117,-0.000036,0.000000
5,17,25,0.000552,-0.000126,-0.000035,0.000000
5,18,25,0.000585,-0.000135,-0.000033,0.000000
5,19,25,0.000618,-0.000143,-0.000030,0.000000
5,20,25,0.000645,-0.000150,-0.000026,0.000000
5,21,25,0.000670,-0.000157,-0.000022,0.000000
5,22,25,0.000689,-0.000162,-0.000017,0.000000
5,23,25,0.000704,-0.000166,-0.000012,0.000000
5,24,25,0.000712,-0.000168,-0.000006,0.000000
5,25,25,0.000716,-0.000169,0.000000,0.000000
5,26,25,0.000712,-0.000168,0.000006,0.000000
5,27,25,0.000704,-0.000166,0.000012,0.000000
5,28,25,0.000688,-0.000162,0.000017,0.000000
5,29,25,0.000669,-0.000156,0.000022,0.000000
5,30,25,0.000644,-0.000150,0.000027,0.000000
5,31,25,0.000616,-0.000142,0.000030,0.000000
5,32,25,0.000583,-0.000134,0.000033,0.000000
5,33,25,0.000549,-0.000126,0.000035,0.000000
5,34,25,0.000513,-0.000117,0.000037,0.000000
5,35,25,0.000475,-0.000107,0.000038,0.000000
5,36,25,0.000437,-0.000098,0.000038,0.000000
5,37,25,0.000399,-0.000089,0.000038,0.000000
5,38,25,0.000360,-0.000080,0.000038,0.000000
5,39,25,0.000323,-0.000071,0.000037,0.000000
5,40,25,0.000286,-0.000063,0.000036,0.000000
5,41,25,0.000251,-0.000055,0.000035,0.000000
5,42,25,0.000216,-0.000047,0.000034,0.000000
5,43,25,0.000183,-0.000039,0.000033,0.000000
5,44,25,0.000151,-0.000032,0.000032,0.000000
5,45,25,0.000120,-0.000026,0.000031,0.000000
5,46,25,0.000089,-0.000019,0.000030,0.000000
5,47,25,0.000059,-0.000013,0.000030,0.000000
5,48,25,0.000029,-0.000006,0.000029,0.000000
5,49,25,0.000000,-0.000000,0.000000,-0.000000
6,0,25,0.000000,-0.000000,0.000000,-0.000000
6,1,25,0.000032,-0.000006,-0.000032,0.000000
6,2,25,0.000064,-0.000012,-0.000032,0.000000
6,3,25,0.000097,-0.000017,-0.000033,0.000000
6,4,25,0.000130,-0.000024,-0.000034,0.000000
6,5,25,0.000165,-0.000030,-0.000035,0.000000
6,6,25,0.000201,-0.000037,-0.000037,0.000000
6,7,25,0.000238,-0.000044,-0.000038,0.000000
6,8,25,0.000277,-0.000051,-0.000040,0.000000
6,9,25,0.000318,-0.000059,-0.000042,0.000000
6,10,25,0.000361,-0.000068,-0.000043,0.000000
6,11,25,0.000404,-0.000077,-0.000045,0.000000
6,12,25,0.000450,-0.000086,-0.000046,0.000000
6,13,25,0.000496,-0.000096,-0.000047,0.000000
6,14,25,0.000543,-0.000106,-0.000047,0.000000
6,15,25,0.000590,-0.000116,-0.000047,0.000000
6,16,25,0.000637,-0.000126,-0.000046,0.000000
6,17,25,0.000682,-0.000137,-0.000044,0.000000
6,18,25,0.000726,-0.000147,-0.000042,0.000000
6,19,25,0.000766,-0.000156,-0.000038,0.000000
6,20,25,0.000803,-0.000165,-0.000034,0.000000
6,21,25,0.000833,-0.000172,-0.000028,0.000000
6,22,25,0.000859,-0.000178,-0.000022,0.000000
6,23,25,0.000877,-0.000183,-0.000015,0.000000
6,24,25,0.000889,-0.000186,-0.000008,0.000000
6,25,25,0.000892,-0.000187,0.000000,0.000000
6,26,25,0.000889,-0.000186,0.000008,0.000000
6,27,25,0.000876,-0.000183,0.000015,0.000000
6,28,25,0.000858,-0.000178,0.000022,0.000000
6,29,25,0.000832,-0.000172,0.000029,0.000000
6,30,25,0.000801,-0.000164,0.000034,0.000000
6,31,25,0.000764,-0.000156,0.000039,0.000000
6,32,25,0.000724,-0.000146,0.000042,0.000000
6,33,25,0.000679,-0.000136,0.000045,0.000000
6,34,25,0.000634,-0.000126,0.000047,0.000000
6,35,25,0.000586,-0.000115,0.000048,0.000000
6,36,25,0.000538,-0.000105,0.000048,0.000000
6,37,25,0.000490,-0.000095,0.000048,0.000000
6,38,25,0.000443,-0.000085,0.000047,0.000000
6,39,25,0.000396,-0.000075,0.000046,0.000000
6,40,25,0.000351,-0.000066,0.000045,0.000000
6,41,25,0.000307,-0.000057,0.000043,0.000000
6,42,25,0.000265,-0.000049,0.000042,0.000000
6,43,25,0.000223,-0.000041,0.000040,0.000000
6,44,25,0.000184,-0.000034,0.000039,0.000000
6,45,25,0.000145,-0.000027,0.000038,0.000000
6,46,25,0.000108,-0.000020,0.000037,0.000000
6,47,25,0.000072,-0.000013,0.000036,0.000000
6,48,25,0.000036,-0.000006,0.000036,0.000000
6,49,25,0.000000,-0.000000,0.000000,-0.000000
7,0,25,0.000000,-0.000000,0.000000,-0.000000
7,1,25,0.000038,-0.000006,-0.000038,0.000000
7,2,25,0.000076,-0.000012,-0.000038,0.000000
7,3,25,0.000115,-0.000018,-0.000039,0.000000
7,4,25,0.000154,-0.000024,-0.000041,0.000000
7,5,25,0.000196,-0.000031,-0.000042,0.000000
7,6,25,0.000238,-0.000038,-0.000044,0.000000
7,7,25,0.000283,-0.000046,-0.000046,0.000000
7,8,25,0.000330,-0.000054,-0.000048,0.000000
7,9,25,0.000379,-0.000062,-0.000050,0.000000
7,10,25,0.000430,-0.000071,-0.000052,0.000000
7,11,25,0.000483,-0.000081,-0.000054,0.000000
7,12,25,0.000538,-0.000092,-0.000056,0.000000
7,13,25,0.000595,-0.000102,-0.000057,0.000000
7,14,25,0.000652,-0.000114,-0.000058,0.000000
7,15,25,0.000711,-0.000125,-0.000058,0.000000
7,16,25,0.000768,-0.000137,-0.000057,0.000000
7,17,25,0.000825,-0.000149,-0.000055,0.000000
7,18,25,0.000879,-0.000161,-0.000052,0.000000
7,19,25,0.000930,-0.000172,-0.000048,0.000000
7,20,25,0.000975,-0.000183,-0.000042,0.000000
7,21,25,0.001015,-0.000192,-0.000036,0.000000
7,22,25,0.001046,-0.000199,-0.000028,0.000000
7,23,25,0.001071,-0.000205,-0.000019,0.000000
7,24,25,0.001084,-0.000208,-0.000010,0.000000
7,25,25,0.001090,-0.000209,0.000000,0.000000
7,26,25,0.001084,-0.000208,0.000010,0.000000
7,27,25,0.001070,-0.000205,0.000019,0.000000
7,28,25,0.001045,-0.000199,0.000028,0.000000
7,29,25,0.001013,-0.000191,0.000036,0.000000
7,30,25,0.000973,-0.000182,0.000043,0.000000
7,31,25,0.000928,-0.000172,0.000048,0.000000
7,32,25,0.000876,-0.000161,0.000053,0.000000
7,33,25,0.000822,-0.000149,0.000056,0.000000
7,34,25,0.000764,-0.000137,0.000058,0.000000
7,35,25,0.000706,-0.000125,0.000059,0.000000
7,36,25,0.000646,-0.000113,0.000059,0.000000
7,37,25,0.000588,-0.000101,0.000058,0.000000
7,38,25,0.000530,-0.000090,0.000057,0.000000
7,39,25,0.000474,-0.000080,0.000056,0.000000
7,40,25,0.000418,-0.000070,0.000054,0.000000
7,41,25,0.000366,-0.000060,0.000052,0.000000
7,42,25,0.000314,-0.000052,0.000050,0.000000
7,43,25,0.000266,-0.000043,0.000048,0.000000
7,44,25,0.000218,-0.000035,0.000047,0.000000
7,45,25,0.000173,-0.000028,0.000045,0.000000
7,46,25,0.000128,-0.000021,0.000044,0.000000
7,47,25,0.000085,-0.000014,0.000043,0.000000
7,48,25,0.000042,-0.000007,0.000042,0.000000
7,49,25,0.000000,-0.000000,0.000000,-0.000000
8,0,25,0.000000,-0.000000,0.000000,-0.000000
8,1,25,0.000044,-0.000006,-0.000044,0.000000
8,2,25,0.000088,-0.000012,-0.000045,0.000000
8,3,25,0.000133,-0.000019,-0.000046,0.000000
8,4,25,0.000179,-0.000025,-0.000047,0.000000
8,5,25,0.000227,-0.000032,-0.000049,0.000000
8,6,25,0.000277,-0.000040,-0.000051,0.000000
8,7,25,0.000330,-0.000048,-0.000054,0.000000
8,8,25,0.000385,-0.000056,-0.000056,0.000000
8,9,25,0.000442,-0.000066,-0.000059,0.000000
8,10,25,0.000504,-0.000076,-0.000062,0.000000
8,11,25,0.000566,-0.000086,-0.000065,0.000000
8,12,25,0.000633,-0.000098,-0.000067,0.000000
8,13,25,0.000700,-0.000110,-0.000069,0.000000
8,14,25,0.000771,-0.000123,-0.000070,0.000000
8,15,25,0.000841,-0.000137,-0.000071,0.000000
8,16,25,0.000912,-0.000150,-0.000070,0.000000
8,17,25,0.000981,-0.000164,-0.000068,0.000000
8,18,25,0.001048,-0.000178,-0.000065,0.000000
8,19,25,0.001110,-0.000192,-0.000060,0.000000
8,20,25,0.001168,-0.000204,-0.000053,0.000000
8,21,25,0.001216,-0.000215,-0.000045,0.000000
8,22,25,0.001258,-0.000225,-0.000035,0.000000
8,23,25,0.001286,-0.000232,-0.000024,0.000000
8,24,25,0.001306,-0.000236,-0.000012,0.000000
8,25,25,0.001311,-0.000237,0.000000,0.000000
8,26,25,0.001305,-0.000236,0.000013,0.000000
8,27,25,0.001286,-0.000232,0.000024,0.000000
8,28,25,0.001256,-0.000224,0.000035,0.000000
8,29,25,0.001215,-0.000215,0.000045,0.000000
8,30,25,0.001166,-0.000204,0.000054,0.000000
8,31,25,0.001107,-0.000192,0.000060,0.000000
8,32,25,0.001045,-0.000178,0.000065,0.000000
8,33,25,0.000977,-0.000164,0.000069,0.000000
8,34,25,0.000907,-0.000150,0.000071,0.000000
8,35,25,0.000835,-0.000136,0.000072,0.000000
8,36,25,0.000764,-0.000122,0.000071,0.000000
8,37,25,0.000692,-0.000109,0.000070,0.000000
8,38,25,0.000623,-0.000097,0.000069,0.000000
8,39,25,0.000555,-0.000085,0.000066,0.000000
8,40,25,0.000491,-0.000074,0.000064,0.000000
8,41,25,0.000427,-0.000064,0.000061,0.000000
8,42,25,0.000368,-0.000054,0.000059,0.000000
8,43,25,0.000310,-0.000045,0.000057,0.000000
8,44,25,0.000254,-0.000037,0.000054,0.000000
8,45,25,0.000201,-0.000029,0.000053,0.000000
8,46,25,0.000149,-0.000021,0.000051,0.000000
8,47,25,0.000099,-0.000014,0.000050,0.000000
8,48,25,0.000049,-0.000007,0.000049,0.000000
8,49,25,0.000000,-0.000000,0.000000,-0.000000
9,0,25,0.000000,-0.000000,0.000000,-0.000000
9,1,25,0.000050,-0.000006,-0.000050,0.000000
9,2,25,0.000100,-0.000013,-0.000051,0.000000
9,3,25,0.000152,-0.000019,-0.000052,0.000000
9,4,25,0.000205,-0.000026,-0.000054,0.000000
9,5,25,0.000260,-0.000034,-0.000056,0.000000
9,6,25,0.000318,-0.000042,-0.000059,0.000000
9,7,25,0.000379,-0.000050,-0.000062,0.000000
9,8,25,0.000442,-0.000059,-0.000066,0.000000
9,9,25,0.000510,-0.000069,-0.000069,0.000000
9,10,25,0.000581,-0.000080,-0.000073,0.000000
9,11,25,0.000656,-0.000092,-0.000076,0.000000
9,12,25,0.000733,-0.000105,-0.000080,0.000000
9,13,25,0.000815,-0.000119,-0.000082,0.000000
9,14,25,0.000898,-0.000133,-0.000084,0.000000
9,15,25,0.000984,-0.000149,-0.000085,0.000000
9,16,25,0.001069,-0.000165,-0.000085,0.000000
9,17,25,0.001154,-0.000182,-0.000083,0.000000
9,18,25,0.001235,-0.000199,-0.000080,0.000000
9,19,25,0.001314,-0.000215,-0.000074,0.000000
9,20,25,0.001383,-0.000231,-0.000066,0.000000
9,21,25,0.001446,-0.000244,-0.000056,0.000000
9,22,25,0.001495,-0.000256,-0.000044,0.000000
9,23,25,0.001534,-0.000265,-0.000030,0.000000
9,24,25,0.001556,-0.000270,-0.000015,0.000000
9,25,25,0.001565,-0.000272,0.000000,0.000000
9,26,25,0.001556,-0.000270,0.000016,0.000000
9,27,25,0.001533,-0.000265,0.000031,0.000000
9,28,25,0.001494,-0.000256,0.000045,0.000000
9,29,25,0.001444,-0.000244,0.000057,0.000000
9,30,25,0.001381,-0.000230,0.000067,0.000000
9,31,25,0.001311,-0.000215,0.000075,0.000000
9,32,25,0.001232,-0.000198,0.000080,0.000000
9,33,25,0.001150,-0.000181,0.000084,0.000000
9,34,25,0.001063,-0.000165,0.000086,0.000000
9,35,25,0.000978,-0.000148,0.000086,0.000000
9,36,25,0.000890,-0.000133,0.000086,0.000000
9,37,25,0.000806,-0.000118,0.000084,0.000000
9,38,25,0.000723,-0.000104,0.000081,0.000000
9,39,25,0.000644,-0.000091,0.000078,0.000000
9,40,25,0.000566,-0.000078,0.000075,0.000000
9,41,25,0.000493,-0.000067,0.000072,0.000000
9,42,25,0.000423,-0.000057,0.000069,0.000000
9,43,25,0.000356,-0.000047,0.000065,0.000000
9,44,25,0.000292,-0.000038,0.000063,0.000000
9,45,25,0.000231,-0.000030,0.000060,0.000000
9,46,25,0.000171,-0.000022,0.000059,0.000000
9,47,25,0.000113,-0.000015,0.000057,0.000000
9,48,25,0.000056,-0.000007,0.000057,0.000000
9,49,25,0.000000,-0.000000,0.000000,-0.000000
10,0,25,0.000000,-0.000000,0.000000,-0.000000
10,1,25,0.000056,-0.000007,-0.000057,0.000000
10,2,25,0.000113,-0.000013,-0.000058,0.000000
10,3,25,0.000172,-0.000020,-0.000059,0.000000
10,4,25,0.000232,-0.000027,-0.000061,0.000000
10,5,25,0.000294,-0.000035,-0.000064,0.000000
10,6,25,0.000361,-0.000043,-0.000068,0.000000
